"ts_code","sub_code","name","ipo_date","issue_date","amount","market_amount","price","pe","limit_amount","funds","ballot"
"603119.SH","732119","浙江荣泰",2023-07-19,2023-08-01,7000,5600,15.32,35.58,2.8,10.724,0.05
"688646.SH","787646","ST逸飞",2023-07-19,2023-07-28,2379,761,46.8,65.4,0.55,11.134,0.04
"688651.SH","787651","盛邦安全",2023-07-17,2023-07-26,1888,650,39.9,70.83,0.45,7.533,0.04
"688612.SH","787612","威迈斯",2023-07-17,2023-07-26,4210,1010,47.29,73.98,0.65,19.909,0.05
"301519.SZ","301519","舜禹股份",2023-07-17,2023-07-27,4116,1996,20.93,38.2,1.15,8.615,0.03
"301172.SZ","301172","君逸数码",2023-07-17,2023-07-26,3080,1370,31.33,54.65,0.75,9.65,0.03
"688450.SH","787450","光格科技",2023-07-13,2023-07-24,1650,628,53.09,52.21,0.45,8.76,0.04
"301446.SZ","301446","福事特",2023-07-11,2023-07-25,2000,2000,31.89,31.36,2,6.378,0.02
"688602.SH","787602","康鹏科技",2023-07-11,2023-07-20,10388,2678,8.66,26.92,1.75,8.996,0.05
"301515.SZ","301515","港通医疗",2023-07-11,2023-07-25,2500,1213,31.16,44.25,0.7,7.79,0.02
"301499.SZ","301499","维科精密",2023-07-11,2023-07-21,3456,1676,19.5,44.17,0.95,6.74,0.02
"832982.BJ","889799","锦波生物",2023-07-10,2023-07-20,575,400,49,32.8,23.75,2.817,0.66
"301512.SZ","301512","智信精密",2023-07-10,2023-07-20,1333,1333,39.66,27.51,1.3,5.288,0.02
"301468.SZ","301468","博盈特焊",2023-07-10,2023-07-24,3300,1601,47.58,54.12,0.9,15.701,0.03
"301505.SZ","301505","苏州规划",2023-07-10,2023-07-19,2200,945,26.35,29.98,0.5,5.797,0.02
"688563.SH","787563","航材股份",2023-07-10,2023-07-19,9000,2173,78.99,80.04,1.4,71.091,0.06
"688627.SH","787627","精智达",2023-07-07,2023-07-18,2350,812,46.77,83.35,0.55,10.992,0.05
"688610.SH","787610","埃科光电",2023-07-06,2023-07-19,1700,552,73.33,85.36,0.4,12.466,0.05
"833751.BJ","889668","惠同新材",2023-07-04,2023-07-17,2170,1512,5.8,17.55,89.75,1.259,0.23
"301456.SZ","301456","盘古智能",2023-07-04,2023-07-14,3715,1679,37.96,56.64,0.9,14.102,0.03
"301272.SZ","301272","英华特",2023-07-04,2023-07-13,1463,710,51.39,45.19,0.4,7.518,0.02
"838701.BJ","889701","豪声电子",2023-07-03,2023-07-19,2450,1960,8.8,14.99,116.37,2.156,3.49
"301381.SZ","301381","赛维时代",2023-07-03,2023-07-12,4010,1311,20.45,47.4,0.6,8.2,0.03
"301393.SZ","301393","昊帆生物",2023-07-03,2023-07-12,2700,1143,67.68,57.38,0.6,18.274,0.03
"301329.SZ","301329","信音电子",2023-07-03,2023-07-17,4300,2086,21,32.18,1.2,9.03,0.03
"301503.SZ","301503","智迪科技",2023-06-30,2023-07-17,2000,2000,31.59,33.72,2,6.318,0.02
"688638.SH","787638","誉辰智能",2023-06-30,2023-07-12,1000,380,83.9,51.11,0.25,8.39,0.05
"301370.SZ","301370","国科恒泰",2023-06-29,2023-07-12,7060,2712,13.39,53.82,1.3,9.453,0.04
"688603.SH","787603","天承科技",2023-06-28,2023-07-10,1453,494,55,59.61,0.35,7.994,0.05
"301486.SZ","301486","致尚科技",2023-06-28,2023-07-07,3217,1560,57.66,62.4,0.9,18.549,0.03
"873576.BJ","889576","天力复合",2023-06-27,2023-07-12,1495,1040,9.35,17.18,61.75,1.398,0.28
"301261.SZ","301261","恒工精密",2023-06-27,2023-07-10,2197,979,36.9,34.46,0.55,8.108,0.02
"301292.SZ","301292","海科新源",2023-06-27,2023-07-07,5574,2241,19.99,16.23,1.3,11.143,0.03
"837592.BJ","889592","华信永道",2023-06-26,2023-07-10,1265,880,10.38,18.48,52.25,1.313,0.48
"301202.SZ","301202","朗威股份",2023-06-26,2023-07-05,3410,1622,25.82,63.45,0.9,8.805,0.03
"301488.SZ","301488","豪恩汽电",2023-06-20,2023-07-04,2300,1006,39.78,42.7,0.55,9.149,0.02
"301210.SZ","301210","金杨股份",2023-06-19,2023-06-30,2061,841,57.88,54.3,0.45,11.931,0.02
"688582.SH","787582","芯动联科",2023-06-19,2023-06-30,5521,1435,26.74,99.96,0.9,14.763,0.05
"301291.SZ","301291","明阳电气",2023-06-19,2023-06-30,7805,3308,38.13,46.36,1.85,29.76,0.03
"301395.SZ","301395","仁信新材",2023-06-19,2023-07-03,3623,1757,26.68,44.08,1,9.666,0.03
"836717.BJ","889117","瑞星股份",2023-06-16,2023-07-03,2868,2294,5.07,16.49,136.23,1.454,0.68
"688429.SH","787429","时创能源",2023-06-16,2023-06-29,4000,960,19.2,28.92,0.6,7.68,0.04
"832175.BJ","889789","东方碳素",2023-06-15,2023-06-30,3200,2715,12.6,15.48,159.75,4.032,8.05
"301295.SZ","301295","美硕科技",2023-06-15,2023-06-28,1800,873,37.4,47.61,0.5,6.732,0.02
"688631.SH","787631","莱斯信息",2023-06-15,2023-06-28,4087,1399,25.28,48.44,1,10.332,0.04
"688629.SH","787629","华丰科技",2023-06-14,2023-06-27,6915,1764,9.26,59.51,1.15,6.403,0.05
"301170.SZ","301170","锡南科技",2023-06-14,2023-06-27,2500,1213,34,37.07,0.7,8.5,0.02
"688620.SH","787620","安凯微",2023-06-13,2023-06-27,9800,3398,10.68,190.57,2.45,10.466,0.05
"300804.SZ","300804","广康生化",2023-06-13,2023-06-27,1850,831,42.45,32.5,0.45,7.853,0.03
"301397.SZ","301397","溯联股份",2023-06-13,2023-06-28,2501,1213,53.27,35.31,0.7,13.323,0.03
"688543.SH","787543","国科军工",2023-06-12,2023-06-21,3667,1398,43.67,63.25,1,16.014,0.04
"301376.SZ","301376","致欧科技",2023-06-12,2023-06-21,4015,1356,24.66,39.39,0.6,9.901,0.03
"832651.BJ","889651","天罡股份",2023-06-09,2023-06-27,1065,852,12.88,15.49,50.58,1.372,2.14
"301262.SZ","301262","海看股份",2023-06-09,2023-06-20,4170,1626,30.22,33.75,0.75,12.602,0.03
"688443.SH","787443","智翔金泰",2023-06-09,2023-06-20,9168,2632,37.88,0,1.7,34.728,0.06
"301315.SZ","301315","威士顿",2023-06-09,2023-06-21,2200,1067,32.29,49.59,0.6,7.104,0.02
"301448.SZ","301448","开创电气",2023-06-08,2023-06-19,2000,2000,18.15,30.51,2,3.63,0.02
"833455.BJ","889886","汇隆活塞",2023-06-08,2023-06-21,4945,3530,3.15,16.15,208.75,1.558,0.32
"688334.SH","787334","西高院",2023-06-07,2023-06-19,7914,3015,14.16,39.96,2.25,11.207,0.05
"301232.SZ","301232","飞沃科技",2023-06-06,2023-06-15,1347,653,72.5,46.43,0.35,9.766,0.03
"301225.SZ","301225","恒勃股份",2023-06-06,2023-06-16,2588,1159,35.66,36.36,0.65,9.229,0.03
"301287.SZ","301287","康力源",2023-06-05,2023-06-14,1667,1667,40.11,33,1.65,6.686,0.02
"688472.SH","787472","阿特斯",2023-05-31,2023-06-09,62222,10707,11.1,19.86,15.1,69.066,0.12
"301355.SZ","301355","南王科技",2023-05-31,2023-06-12,4878,2366,17.55,49.96,1.35,8.561,0.03
"301320.SZ","301320","豪江智能",2023-05-30,2023-06-09,4530,2197,13.06,40.57,1.25,5.916,0.03
"688623.SH","787623","双元科技",2023-05-29,2023-06-08,1479,564,125.88,79.83,0.4,18.612,0.05
"301383.SZ","301383","天键股份",2023-05-29,2023-06-09,2906,1409,46.16,75.37,0.8,13.414,0.03
"688576.SH","787576","西山科技",2023-05-26,2023-06-06,1325,484,135.8,109.28,0.35,17.994,0.05
"836221.BJ","889608","易实精密",2023-05-25,2023-06-08,2070,1440,5.98,16.63,85.5,1.238,0.21
"301323.SZ","301323","新莱福",2023-05-25,2023-06-06,2623,1163,39.06,36.57,0.65,10.246,0.03
"688570.SH","787570","天玛智控",2023-05-25,2023-06-05,7300,1752,30.26,33.81,1.15,22.09,0.05
"301310.SZ","301310","鑫宏业",2023-05-24,2023-06-02,2427,1086,67.28,46.72,0.6,16.332,0.03
"688523.SH","787523","航天环宇",2023-05-24,2023-06-02,4088,1059,21.86,77.72,0.65,8.936,0.05
"688593.SH","787593","新相微",2023-05-23,2023-06-01,9191,2206,11.18,55.22,1.45,10.275,0.05
"001373.SZ","001373","翔腾新材",2023-05-22,2023-06-01,1717,1717,28.93,31.42,1.7,4.968,0.02
"301353.SZ","301353","普莱得",2023-05-19,2023-05-30,1900,1900,35.23,30,1.9,6.694,0.02
"830779.BJ","889666","武汉蓝电",2023-05-19,2023-06-01,1070,856,26.6,22.81,50.82,2.846,0.57
"430017.BJ","889078","星昊医药",2023-05-16,2023-05-31,3060,2448,12.3,30.71,145.35,3.764,2.81
"301252.SZ","301252","同星科技",2023-05-15,2023-05-25,2000,2000,31.48,30.33,2,6.296,0.02
"832471.BJ","889168","美邦科技",2023-05-12,2023-05-25,1320,1056,10.74,15.98,62.7,1.418,2.44
"301337.SZ","301337","亚华电子",2023-05-12,2023-05-26,2605,1263,32.6,52.45,0.7,8.492,0.03
"301399.SZ","301399","英特科技",2023-05-12,2023-05-23,2200,1067,43.99,38.83,0.6,9.678,0.02
"839719.BJ","889979","宁新新材",2023-05-11,2023-05-26,2327,1862,14.68,15.07,110.54,3.417,0.82
"301305.SZ","301305","朗坤科技",2023-05-11,2023-05-23,6089,2736,25.25,26.45,1.55,15.375,0.03
"001282.SZ","001282","三联锻造",2023-05-11,2023-05-24,2838,2270,27.93,37.73,1.1,7.927,0.03
"688562.SH","787562","航天软件",2023-05-11,2023-05-24,10000,2800,12.68,133.7,2.1,12.68,0.04
"688458.SH","787458","美芯晟",2023-05-11,2023-05-22,2001,762,75,141.67,0.55,15.008,0.04
"688581.SH","787581","安杰思",2023-05-10,2023-05-19,1447,528,125.8,50.95,0.35,18.203,0.05
"688361.SH","787361","中科飞测",2023-05-10,2023-05-19,8000,1925,23.6,0,1.25,18.88,0.05
"001324.SZ","001324","长青科技",2023-05-10,2023-05-22,3450,2760,18.88,44.64,1.35,6.514,0.03
"301428.SZ","301428","世纪恒通",2023-05-08,2023-05-19,2467,1196,26.35,45.55,0.7,6.5,0.02
"837006.BJ","889086","晟楠科技",2023-05-05,2023-05-18,2300,1600,8.4,16.47,95,1.932,0.3
"301332.SZ","301332","德尔玛",2023-05-05,2023-05-18,9231,3373,14.81,37.91,1.55,13.671,0.04
"001380.SZ","001380","华纬科技",2023-05-05,2023-05-16,3222,2578,28.84,36.72,1.25,9.292,0.03
"301382.SZ","301382","蜂助手",2023-05-05,2023-05-17,4240,1844,23.8,34.71,1.05,10.091,0.02
"688512.SH","787512","慧智微",2023-05-04,2023-05-16,5430,1553,20.92,0,1,11.36,0.05
"688552.SH","787552","航天南湖",2023-05-04,2023-05-18,8431,3218,21.17,46.3,2.4,17.849,0.05
"688479.SH","787479","友车科技",2023-04-27,2023-05-11,3608,1375,33.99,52.22,1,12.263,0.04
"301325.SZ","301325","曼恩斯特",2023-04-27,2023-05-12,3000,1243,76.8,46.66,0.7,23.04,0.03
"688469.SH","787469","芯联集成",2023-04-26,2023-05-10,194580,25380,5.69,0,42.3,110.716,0.25
"603172.SH","732172","万丰股份",2023-04-26,2023-05-10,3338,2670,14.58,30.23,1.3,4.867,0.04
"871478.BJ","889876","巨能股份",2023-04-25,2023-05-12,2300,1680,5.5,15.93,99,1.265,0.29
"836699.BJ","889908","海达尔",2023-04-21,2023-05-09,1263,880,10.25,16.01,52.25,1.294,2.13
"301390.SZ","301390","经纬股份",2023-04-21,2023-05-08,1500,1500,37.7,32.35,1.5,5.655,0.02
"301293.SZ","301293","三博脑科",2023-04-21,2023-05-05,3961,1730,29.6,90.07,1,11.725,0.03
"688249.SH","787249","晶合集成",2023-04-20,2023-05-05,50153,10777,19.86,13.84,14.5,99.605,0.11
"838837.BJ","889887","华原股份",2023-04-17,2023-05-15,2284,1600,3.93,16.31,95,0.898,1.21
"301360.SZ","301360","荣旗科技",2023-04-13,2023-04-25,1334,593,71.88,61.2,0.3,9.589,0.03
"833394.BJ","889394","民士达",2023-04-12,2023-04-25,4025,2800,6.55,19.88,166.25,2.636,0.71
"301307.SZ","301307","美利信",2023-04-12,2023-04-24,5300,2265,32.34,39.79,1.25,17.14,0.03
"871694.BJ","889618","中裕科技",2023-04-11,2023-04-24,2410,1928,12.33,13.99,114.47,2.972,12.11
"688146.SH","787146","中船特气",2023-04-11,2023-04-21,7941,1906,36.15,59.43,1.25,28.707,0.04
"688478.SH","787478","晶升股份",2023-04-11,2023-04-24,3459,1187,32.52,129.9,0.85,11.249,0.04
"688539.SH","787539","高华科技",2023-04-07,2023-04-18,3320,1148,38.22,75.01,0.8,12.689,0.04
"688352.SH","787352","颀中科技",2023-04-07,2023-04-20,20000,4630,12.1,50.37,3,24.2,0.06
"301357.SZ","301357","北方长龙",2023-04-07,2023-04-18,1700,825,50,32.32,0.45,8.5,0.02
"831304.BJ","889804","迪尔化工",2023-04-06,2023-04-18,3450,2400,3.98,16.27,142.5,1.373,3.92
"688507.SH","787507","索辰科技",2023-04-06,2023-04-18,1033,360,245.56,368.92,0.25,25.375,0.04
"603137.SH","732137","恒尚节能",2023-04-06,2023-04-19,3267,2613,15.9,23.42,1.3,5.194,0.03
"301387.SZ","301387","光大同创",2023-04-06,2023-04-18,1900,836,58.32,34.01,0.45,11.081,0.02
"301429.SZ","301429","森泰股份",2023-04-06,2023-04-17,2956,1434,28.75,43.28,0.8,8.498,0.02
"830896.BJ","889896","旺成科技",2023-04-04,2023-04-19,2531,2025,5.53,15.9,120.22,1.4,5.54
"688433.SH","787433","华曙高科",2023-04-04,2023-04-17,4143,1076,26.66,154.83,0.7,11.046,0.05
"836208.BJ","889208","青矩技术",2023-03-30,2023-06-29,918,735,34.75,16,43.61,3.191,18.48
"873593.BJ","889593","鼎智科技",2023-03-29,2023-04-13,1331,926,30.6,14.61,54.96,4.072,7.05
"601133.SH","780133","柏诚股份",2023-03-29,2023-04-10,13000,9100,11.66,25.88,3.9,15.158,0.06
"601065.SH","780065","江盐集团",2023-03-29,2023-04-10,16000,11200,10.36,15.81,4.8,16.576,0.07
"001286.SZ","001286","陕西能源",2023-03-29,2023-04-10,75000,52500,9.6,14.86,22.5,72,0.19
"001360.SZ","001360","南矿集团",2023-03-29,2023-04-10,5100,4080,15.38,30.15,2,7.844,0.03
"601061.SH","780061","中信金属",2023-03-28,2023-04-10,50115,35081,6.58,20.21,15,32.976,0.16
"001287.SZ","001287","中电港",2023-03-28,2023-04-10,18998,13298,11.88,26.52,5.65,22.569,0.07
"001367.SZ","001367","海森药业",2023-03-28,2023-04-10,1700,1360,44.48,29.77,0.65,7.562,0.02
"603125.SH","732125","常青科技",2023-03-28,2023-04-10,4814,3851,25.98,26.32,1.9,12.507,0.04
"603135.SH","732135","中重科技",2023-03-27,2023-04-10,9000,6300,17.8,29.01,2.7,16.02,0.05
"001328.SZ","001328","登康口腔",2023-03-27,2023-04-10,4304,3443,20.68,34,1.7,8.901,0.03
"688484.SH","787484","南芯科技",2023-03-24,2023-04-07,6353,1670,39.99,71.56,1.05,25.406,0.05
"301281.SZ","301281","科源制药",2023-03-24,2023-04-04,1935,938,44.18,42.83,0.55,8.549,0.02
"688535.SH","787535","华海诚科",2023-03-24,2023-04-04,2018,690,35,69.08,0.5,7.063,0.04
"688343.SH","787343","云天励飞",2023-03-24,2023-04-04,8878,2281,43.92,0,1.45,38.994,0.05
"301203.SZ","301203","国泰环保",2023-03-24,2023-04-04,2000,870,46.13,29.3,0.5,9.226,0.02
"301141.SZ","301141","中科磁业",2023-03-23,2023-04-03,2215,993,41.2,44.7,0.55,9.126,0.02
"688531.SH","787531","日联科技",2023-03-22,2023-03-31,1985,692,152.38,267.32,0.5,30.25,0.05
"872895.BJ","889880","花溪科技",2023-03-21,2023-04-06,1400,1120,6.6,13.96,66.5,0.924,1.99
"834261.BJ","889710","一诺威",2023-03-20,2023-04-03,2993,1078,10.81,13.99,70.34,3.236,3.35
"301314.SZ","301314","科瑞思",2023-03-17,2023-03-28,1063,1063,63.78,22.61,1.05,6.777,0.01
"301386.SZ","301386","未来电器",2023-03-17,2023-03-29,3500,1698,29.99,52.14,0.95,10.496,0.02
"603162.SH","732162","海通发展",2023-03-17,2023-03-29,4128,3715,37.25,22.99,1.2,15.375,0.05
"600925.SH","730925","苏能股份",2023-03-17,2023-03-29,68889,62000,6.18,22.49,20.6,42.573,0.24
"603291.SH","732291","联合水务",2023-03-16,2023-03-27,4232,3809,5.86,22.96,1.2,2.48,0.05
"839792.BJ","889210","东和新材",2023-03-15,2023-03-30,2000,1600,8.68,16.58,95,1.736,3.62
"830809.BJ","889809","安达科技",2023-03-13,2023-03-23,5000,1250,13,34.06,87.5,6.5,1.03
"603065.SH","732065","宿迁联盛",2023-03-10,2023-03-21,4190,3771,12.85,22.99,1.2,5.384,0.05
"301439.SZ","301439","泓淋电力",2023-03-08,2023-03-17,9728,4718,19.99,51.84,2.75,19.446,0.03
"301345.SZ","301345","涛涛车业",2023-03-08,2023-03-21,2733,1203,73.45,35.78,0.65,20.077,0.02
"301246.SZ","301246","宏源药业",2023-03-08,2023-03-20,4726,1843,50,41.21,0.85,23.629,0.03
"603073.SH","732073","彩蝶实业",2023-03-07,2023-03-16,2900,2610,19.85,22.99,1.1,5.756,0.03
"430556.BJ","889889","雅达股份",2023-03-06,2023-03-17,3600,2880,3.7,13.68,171,1.332,0.2
"301378.SZ","301378","通达海",2023-03-03,2023-03-20,1150,1150,95,48.09,1.15,10.925,0.01
"833575.BJ","889303","康乐卫士",2023-03-03,2023-03-15,700,560,42,0,33.25,2.94,2.94
"603282.SH","732282","亚光股份",2023-03-03,2023-03-15,3350,3015,18,14.75,1.3,6.03,0.03
"835857.BJ","889900","百甲科技",2023-03-02,2023-03-14,3780,3024,4,16,179.55,1.512,0.87
"837663.BJ","889006","明阳科技",2023-03-01,2023-03-15,1290,1032,11.88,16.99,61.27,1.533,0.23
"603153.SH","732153","上海建科",2023-03-01,2023-03-13,5500,4950,11.47,22.99,1.6,6.309,0.05
"001368.SZ","001368","通达创智",2023-03-01,2023-03-13,2800,2520,25.13,22.99,1.1,7.036,0.03
"301157.SZ","301157","华塑科技",2023-02-27,2023-03-09,1500,728,56.5,63.48,0.4,8.475,0.02
"601121.SH","780121","宝地矿业",2023-02-27,2023-03-10,20000,18000,4.38,17.51,6,8.76,0.1
"872541.BJ","889109","铁大科技",2023-02-24,2023-03-10,3000,2400,3.38,15.99,142.5,1.014,0.19
"688502.SH","787502","茂莱光学",2023-02-24,2023-03-09,1320,503,69.72,84.8,0.35,9.203,0.04
"830974.BJ","889974","凯大催化",2023-02-23,2023-03-08,1150,800,6.26,17.04,47.5,0.72,0.21
"301322.SZ","301322","绿通科技",2023-02-23,2023-03-06,1749,848,131.11,73.75,0.45,22.931,0.02
"001366.SZ","001366","播恩集团",2023-02-22,2023-03-07,4035,3632,9.32,22.97,1.6,3.761,0.03
"001337.SZ","001337","四川黄金",2023-02-22,2023-03-03,6000,5400,7.09,22.98,1.8,4.254,0.04
"001278.SZ","001278","一彬科技",2023-02-21,2023-03-08,3093,2784,17,22.98,1.2,5.259,0.03
"603061.SH","732061","金海通",2023-02-20,2023-03-03,1500,1500,58.58,22.99,1.5,8.787,0.02
"301408.SZ","301408","华人健康",2023-02-20,2023-03-01,6001,2340,16.24,106.19,1.1,9.746,0.03
"688522.SH","787522","纳睿雷达",2023-02-20,2023-03-01,3867,1476,46.68,86.77,1.1,18.05,0.04
"836422.BJ","889366","润普食品",2023-02-17,2023-03-01,2029,1600,8.5,10.35,95,1.725,0.33
"834770.BJ","889883","艾能聚",2023-02-15,2023-02-28,2300,1600,5.98,16.38,95,1.375,0.29
"001311.SZ","001311","多利科技",2023-02-14,2023-02-27,3533,3180,61.87,22.99,1.4,21.861,0.03
"430478.BJ","889478","峆一药业",2023-02-13,2023-02-23,1012,704,12.62,16.54,41.8,1.277,0.2
"831906.BJ","889688","舜宇精工",2023-02-10,2023-02-22,920,640,11,17.22,38,1.012,0.28
"301303.SZ","301303","真兰仪表",2023-02-09,2023-02-20,7300,3541,26.8,43.06,2.05,19.564,0.03
"001225.SZ","001225","和泰机电",2023-02-08,2023-02-22,1617,1617,46.81,22.99,1.6,7.568,0.01
"688486.SH","787486","龙迅股份",2023-02-08,2023-02-21,1731,597,64.76,63.14,0.4,11.213,0.04
"603190.SH","732190","亚通精工",2023-02-08,2023-02-17,3000,2700,29.09,22.99,1.2,8.727,0.03
"839273.BJ","889588","一致魔芋",2023-02-07,2023-02-21,1553,1080,11.38,16.43,64.12,1.767,0.29
"001260.SZ","001260","坤泰股份",2023-02-07,2023-02-16,2875,2588,14.27,22.98,1.15,4.103,0.03
"603307.SH","732307","扬州金泉",2023-02-07,2023-02-16,1675,1675,31.04,21.61,1.6,5.199,0.02
"832149.BJ","889888","利尔达",2023-02-06,2023-02-17,2277,1584,5,12.38,94.05,1.139,0.68
"688307.SH","787307","中润光学",2023-02-06,2023-02-16,2200,752,23.88,65.36,0.55,5.254,0.04
"834407.BJ","889407","驰诚股份",2023-02-02,2023-02-16,1150,800,5.87,16.36,47.5,0.675,0.16
"873167.BJ","889978","新赣江",2023-01-31,2023-02-09,1964,1366,9.45,16.15,81.1,1.856,1.06
"001314.SZ","001314","亿道信息",2023-01-31,2023-02-14,3511,3160,35,22.84,1.4,12.289,0.03
"301419.SZ","301419","阿莱德",2023-01-31,2023-02-09,2500,1213,24.8,35.44,0.7,6.2,0.02
"301358.SZ","301358","湖南裕能",2023-01-30,2023-02-09,18931,5301,23.77,15.13,2.65,45,0.04
"688515.SH","787515","裕太微",2023-01-30,2023-02-10,2000,574,92,0,0.35,18.4,0.04
"301373.SZ","301373","凌玮科技",2023-01-18,2023-02-08,2712,1225,33.73,47.69,0.65,9.148,0.03
"301260.SZ","301260","格力博",2023-01-18,2023-02-08,12154,4740,30.85,63.45,2.3,37.495,0.04
"832802.BJ","889802","保丽洁",2023-01-16,2023-02-06,1098,764,7.95,14.61,45.36,0.873,4.15
"601059.SH","780059","信达证券",2023-01-16,2023-02-01,32430,29187,8.25,22.97,9.7,26.755,0.15
"603281.SH","732281","江瀚新材",2023-01-13,2023-01-31,6667,6000,35.59,14.8,2.6,23.727,0.06
"430425.BJ","889098","乐创技术",2023-01-12,2023-01-30,1019,720,12.8,14.51,42.75,1.305,5.25
"832023.BJ","889158","田野股份",2023-01-11,2023-02-02,5730,2500,3.6,19.89,162.5,2.063,3.26
"603173.SH","732173","福斯达",2023-01-10,2023-01-30,4000,3600,18.65,22.99,1.6,7.46,0.04
"688435.SH","787435","英方软件",2023-01-10,2023-01-19,2095,718,38.66,118.63,0.5,8.098,0.04
"301317.SZ","301317","鑫磊股份",2023-01-10,2023-01-19,3930,1906,20.67,58.65,1.1,8.123,0.03
"688485.SH","787485","九州一轨",2023-01-09,2023-01-18,3757,1293,17.47,40.65,0.95,6.564,0.04
"873152.BJ","889677","天宏锂电",2023-01-06,2023-01-19,2188,1522,6,15.59,90.37,1.313,1.53
"839371.BJ","889918","欧福蛋业",2023-01-05,2023-01-18,5175,3600,2.5,24.09,213.75,1.294,0.44
"834950.BJ","889115","迅安科技",2022-12-27,2023-01-11,1085,868,13,10.91,51.53,1.411,11.69
"688506.SH","787506","百利天恒",2022-12-26,2023-01-06,4010,1030,24.7,0,0.65,9.905,0.05
"872392.BJ","889518","佳合科技",2022-12-21,2022-12-30,1500,1200,8,13.12,71.25,1.2,14.07
"688525.SH","787525","佰维存储",2022-12-21,2022-12-30,4303,1097,13.99,50.91,0.7,6.02,0.05
"301297.SZ","301297","富乐德",2022-12-21,2022-12-30,8460,3510,8.48,35.9,2,7.174,0.03
"301105.SZ","301105","鸿铭股份",2022-12-20,2022-12-30,1250,1250,40.5,33,1.25,5.062,0.02
"838262.BJ","889828","太湖雪",2022-12-20,2022-12-30,800,640,15,17.36,38,1.2,19.49
"831195.BJ","889566","三祥科技",2022-12-20,2022-12-30,1423,1138,11,18.71,67.59,1.565,22.66
"831855.BJ","889199","浙江大农",2022-12-19,2022-12-29,1868,1495,7.5,14.48,88.74,1.401,12.5
"872351.BJ","889008","华光源海",2022-12-19,2022-12-29,2278,1823,8,19.41,108.22,1.823,23.41
"688496.SH","787496","清越科技",2022-12-19,2022-12-28,9000,2356,9.16,121.49,1.5,8.244,0.05
"001301.SZ","001301","尚太科技",2022-12-19,2022-12-28,6494,5845,33.88,16.28,2.55,22.003,0.04
"838227.BJ","889989","美登科技",2022-12-16,2022-12-28,800,640,25,21.59,38,2,11.67
"688475.SH","787475","萤石网络",2022-12-16,2022-12-28,11250,2465,28.77,40.8,1.55,32.366,0.05
"301301.SZ","301301","川宁生物",2022-12-16,2022-12-27,22280,8689,5,61.5,4.2,11.14,0.05
"873001.BJ","889001","纬达光电",2022-12-15,2022-12-27,3841,3073,8.52,19.87,182.46,3.273,10.38
"688410.SH","787410","山外山",2022-12-15,2022-12-26,3619,1379,32.3,297.74,1,11.689,0.04
"301280.SZ","301280","珠城科技",2022-12-15,2022-12-26,1628,727,67.4,33.39,0.4,10.975,0.02
"833781.BJ","889172","瑞奇智造",2022-12-14,2022-12-26,2928,2342,7.93,23.06,139.08,2.322,8.72
"688147.SH","787147","微导纳米",2022-12-14,2022-12-23,4545,1169,24.21,412.24,0.75,11.002,0.04
"688141.SH","787141","杰华特",2022-12-14,2022-12-23,5808,1476,38.26,125.6,0.95,22.221,0.05
"836247.BJ","889767","华密新材",2022-12-13,2022-12-23,2331,1864,8,15.23,110.7,1.864,7.01
"872190.BJ","889919","雷神科技",2022-12-13,2022-12-23,1250,1000,25,21.54,59.37,3.125,14.53
"601136.SH","780136","首创证券",2022-12-13,2022-12-22,27333,24600,7.07,22.98,8.2,19.325,0.13
